evidence_id,axis,status,metric,value,unit,numerator,denominator,source_path,sample_key,detail
E00123,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\be633d58-58cf-4fd4-a086-95613f8d547e.png|D:\datasets\ArchCAD\data\svg\be633d58-58cf-4fd4-a086-95613f8d547e.svg|D:\datasets\ArchCAD\data\point\be633d58-58cf-4fd4-a086-95613f8d547e.npy|D:\datasets\ArchCAD\data\caption\be633d58-58cf-4fd4-a086-95613f8d547e.json|D:\datasets\ArchCAD\data\json\be633d58-58cf-4fd4-a086-95613f8d547e.json,be633d58-58cf-4fd4-a086-95613f8d547e,"entity_count=62;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6666666666666666;extent_residual=0.0;errors=none"
E00124,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\60064b8d-8e7d-4711-b5ed-a54ef884e9b3.png|D:\datasets\ArchCAD\data\svg\60064b8d-8e7d-4711-b5ed-a54ef884e9b3.svg|D:\datasets\ArchCAD\data\point\60064b8d-8e7d-4711-b5ed-a54ef884e9b3.npy|D:\datasets\ArchCAD\data\caption\60064b8d-8e7d-4711-b5ed-a54ef884e9b3.json|D:\datasets\ArchCAD\data\json\60064b8d-8e7d-4711-b5ed-a54ef884e9b3.json,60064b8d-8e7d-4711-b5ed-a54ef884e9b3,"entity_count=114;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5970873786407767;extent_residual=0.0;errors=none"
E00125,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\b6e3a12b-f82d-477b-aa5d-3f7d402b7fd2.png|D:\datasets\ArchCAD\data\svg\b6e3a12b-f82d-477b-aa5d-3f7d402b7fd2.svg|D:\datasets\ArchCAD\data\point\b6e3a12b-f82d-477b-aa5d-3f7d402b7fd2.npy|D:\datasets\ArchCAD\data\caption\b6e3a12b-f82d-477b-aa5d-3f7d402b7fd2.json|D:\datasets\ArchCAD\data\json\b6e3a12b-f82d-477b-aa5d-3f7d402b7fd2.json,b6e3a12b-f82d-477b-aa5d-3f7d402b7fd2,"entity_count=196;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5408163265306123;extent_residual=0.0;errors=none"
E00126,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\7ed07662-9476-4acc-9347-f8366228ed9a.png|D:\datasets\ArchCAD\data\svg\7ed07662-9476-4acc-9347-f8366228ed9a.svg|D:\datasets\ArchCAD\data\point\7ed07662-9476-4acc-9347-f8366228ed9a.npy|D:\datasets\ArchCAD\data\caption\7ed07662-9476-4acc-9347-f8366228ed9a.json|D:\datasets\ArchCAD\data\json\7ed07662-9476-4acc-9347-f8366228ed9a.json,7ed07662-9476-4acc-9347-f8366228ed9a,"entity_count=466;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.41857798165137616;extent_residual=0.0;errors=none"
E00127,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\7f8ace8e-3ee3-4f4b-9822-99ae45d615f2.png|D:\datasets\ArchCAD\data\svg\7f8ace8e-3ee3-4f4b-9822-99ae45d615f2.svg|D:\datasets\ArchCAD\data\point\7f8ace8e-3ee3-4f4b-9822-99ae45d615f2.npy|D:\datasets\ArchCAD\data\caption\7f8ace8e-3ee3-4f4b-9822-99ae45d615f2.json|D:\datasets\ArchCAD\data\json\7f8ace8e-3ee3-4f4b-9822-99ae45d615f2.json,7f8ace8e-3ee3-4f4b-9822-99ae45d615f2,"entity_count=89;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5224719101123596;extent_residual=0.0;errors=none"
E00128,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\61e2230a-186a-4134-97e1-46ffaea33425.png|D:\datasets\ArchCAD\data\svg\61e2230a-186a-4134-97e1-46ffaea33425.svg|D:\datasets\ArchCAD\data\point\61e2230a-186a-4134-97e1-46ffaea33425.npy|D:\datasets\ArchCAD\data\caption\61e2230a-186a-4134-97e1-46ffaea33425.json|D:\datasets\ArchCAD\data\json\61e2230a-186a-4134-97e1-46ffaea33425.json,61e2230a-186a-4134-97e1-46ffaea33425,"entity_count=416;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6494708994708994;extent_residual=0.0;errors=none"
E00129,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\41ba060a-bd5d-4d5d-aaa5-3b97875c8c56.png|D:\datasets\ArchCAD\data\svg\41ba060a-bd5d-4d5d-aaa5-3b97875c8c56.svg|D:\datasets\ArchCAD\data\point\41ba060a-bd5d-4d5d-aaa5-3b97875c8c56.npy|D:\datasets\ArchCAD\data\caption\41ba060a-bd5d-4d5d-aaa5-3b97875c8c56.json|D:\datasets\ArchCAD\data\json\41ba060a-bd5d-4d5d-aaa5-3b97875c8c56.json,41ba060a-bd5d-4d5d-aaa5-3b97875c8c56,"entity_count=685;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.31112737920937045;extent_residual=0.0;errors=none"
E00130,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\d8c4dec3-c313-431d-87de-5bde391c9bd9.png|D:\datasets\ArchCAD\data\svg\d8c4dec3-c313-431d-87de-5bde391c9bd9.svg|D:\datasets\ArchCAD\data\point\d8c4dec3-c313-431d-87de-5bde391c9bd9.npy|D:\datasets\ArchCAD\data\caption\d8c4dec3-c313-431d-87de-5bde391c9bd9.json|D:\datasets\ArchCAD\data\json\d8c4dec3-c313-431d-87de-5bde391c9bd9.json,d8c4dec3-c313-431d-87de-5bde391c9bd9,"entity_count=42;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.7261904761904762;extent_residual=0.0;errors=none"
E00131,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\d52fe46d-0c40-47d3-b093-92f678b4563c.png|D:\datasets\ArchCAD\data\svg\d52fe46d-0c40-47d3-b093-92f678b4563c.svg|D:\datasets\ArchCAD\data\point\d52fe46d-0c40-47d3-b093-92f678b4563c.npy|D:\datasets\ArchCAD\data\caption\d52fe46d-0c40-47d3-b093-92f678b4563c.json|D:\datasets\ArchCAD\data\json\d52fe46d-0c40-47d3-b093-92f678b4563c.json,d52fe46d-0c40-47d3-b093-92f678b4563c,"entity_count=272;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5112359550561798;extent_residual=0.0;errors=none"
E00132,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\30d52834-e673-4ee7-a581-80a3f1d0fce9.png|D:\datasets\ArchCAD\data\svg\30d52834-e673-4ee7-a581-80a3f1d0fce9.svg|D:\datasets\ArchCAD\data\point\30d52834-e673-4ee7-a581-80a3f1d0fce9.npy|D:\datasets\ArchCAD\data\caption\30d52834-e673-4ee7-a581-80a3f1d0fce9.json|D:\datasets\ArchCAD\data\json\30d52834-e673-4ee7-a581-80a3f1d0fce9.json,30d52834-e673-4ee7-a581-80a3f1d0fce9,"entity_count=161;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5888888888888889;extent_residual=0.0;errors=none"
E00133,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\6441c069-7a6f-4584-ab58-1d63e5b95b21.png|D:\datasets\ArchCAD\data\svg\6441c069-7a6f-4584-ab58-1d63e5b95b21.svg|D:\datasets\ArchCAD\data\point\6441c069-7a6f-4584-ab58-1d63e5b95b21.npy|D:\datasets\ArchCAD\data\caption\6441c069-7a6f-4584-ab58-1d63e5b95b21.json|D:\datasets\ArchCAD\data\json\6441c069-7a6f-4584-ab58-1d63e5b95b21.json,6441c069-7a6f-4584-ab58-1d63e5b95b21,"entity_count=336;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.46938775510204084;extent_residual=0.0;errors=none"
E00134,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\6f4da09b-fad7-4093-ba88-33a6bcf972bb.png|D:\datasets\ArchCAD\data\svg\6f4da09b-fad7-4093-ba88-33a6bcf972bb.svg|D:\datasets\ArchCAD\data\point\6f4da09b-fad7-4093-ba88-33a6bcf972bb.npy|D:\datasets\ArchCAD\data\caption\6f4da09b-fad7-4093-ba88-33a6bcf972bb.json|D:\datasets\ArchCAD\data\json\6f4da09b-fad7-4093-ba88-33a6bcf972bb.json,6f4da09b-fad7-4093-ba88-33a6bcf972bb,"entity_count=71;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6549295774647887;extent_residual=0.0;errors=none"
E00135,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\60907caa-ca43-4771-84a6-b7df877cf9ad.png|D:\datasets\ArchCAD\data\svg\60907caa-ca43-4771-84a6-b7df877cf9ad.svg|D:\datasets\ArchCAD\data\point\60907caa-ca43-4771-84a6-b7df877cf9ad.npy|D:\datasets\ArchCAD\data\caption\60907caa-ca43-4771-84a6-b7df877cf9ad.json|D:\datasets\ArchCAD\data\json\60907caa-ca43-4771-84a6-b7df877cf9ad.json,60907caa-ca43-4771-84a6-b7df877cf9ad,"entity_count=190;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.42819148936170215;extent_residual=0.0;errors=none"
E00136,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\435bd549-87d9-4111-a5d8-22d948d43c8d.png|D:\datasets\ArchCAD\data\svg\435bd549-87d9-4111-a5d8-22d948d43c8d.svg|D:\datasets\ArchCAD\data\point\435bd549-87d9-4111-a5d8-22d948d43c8d.npy|D:\datasets\ArchCAD\data\caption\435bd549-87d9-4111-a5d8-22d948d43c8d.json|D:\datasets\ArchCAD\data\json\435bd549-87d9-4111-a5d8-22d948d43c8d.json,435bd549-87d9-4111-a5d8-22d948d43c8d,"entity_count=81;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6790123456790124;extent_residual=0.0;errors=none"
E00137,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\c4e0f11f-8e96-49c7-b963-e62668ca3859.png|D:\datasets\ArchCAD\data\svg\c4e0f11f-8e96-49c7-b963-e62668ca3859.svg|D:\datasets\ArchCAD\data\point\c4e0f11f-8e96-49c7-b963-e62668ca3859.npy|D:\datasets\ArchCAD\data\caption\c4e0f11f-8e96-49c7-b963-e62668ca3859.json|D:\datasets\ArchCAD\data\json\c4e0f11f-8e96-49c7-b963-e62668ca3859.json,c4e0f11f-8e96-49c7-b963-e62668ca3859,"entity_count=356;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6275362318840579;extent_residual=0.0;errors=none"
E00138,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\6aeec143-eec5-4fe9-9971-f9d88d324155.png|D:\datasets\ArchCAD\data\svg\6aeec143-eec5-4fe9-9971-f9d88d324155.svg|D:\datasets\ArchCAD\data\point\6aeec143-eec5-4fe9-9971-f9d88d324155.npy|D:\datasets\ArchCAD\data\caption\6aeec143-eec5-4fe9-9971-f9d88d324155.json|D:\datasets\ArchCAD\data\json\6aeec143-eec5-4fe9-9971-f9d88d324155.json,6aeec143-eec5-4fe9-9971-f9d88d324155,"entity_count=108;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6296296296296297;extent_residual=0.0;errors=none"
E00139,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\fda2d92d-6a6b-48c2-a504-010357c4551d.png|D:\datasets\ArchCAD\data\svg\fda2d92d-6a6b-48c2-a504-010357c4551d.svg|D:\datasets\ArchCAD\data\point\fda2d92d-6a6b-48c2-a504-010357c4551d.npy|D:\datasets\ArchCAD\data\caption\fda2d92d-6a6b-48c2-a504-010357c4551d.json|D:\datasets\ArchCAD\data\json\fda2d92d-6a6b-48c2-a504-010357c4551d.json,fda2d92d-6a6b-48c2-a504-010357c4551d,"entity_count=180;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.45;extent_residual=0.0;errors=none"
E00140,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\aedec4b6-3a68-4572-ac87-d6b8410dc5b8.png|D:\datasets\ArchCAD\data\svg\aedec4b6-3a68-4572-ac87-d6b8410dc5b8.svg|D:\datasets\ArchCAD\data\point\aedec4b6-3a68-4572-ac87-d6b8410dc5b8.npy|D:\datasets\ArchCAD\data\caption\aedec4b6-3a68-4572-ac87-d6b8410dc5b8.json|D:\datasets\ArchCAD\data\json\aedec4b6-3a68-4572-ac87-d6b8410dc5b8.json,aedec4b6-3a68-4572-ac87-d6b8410dc5b8,"entity_count=234;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5;extent_residual=0.0;errors=none"
E00141,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\703a9a12-af43-44b1-862d-d10d3eedb464.png|D:\datasets\ArchCAD\data\svg\703a9a12-af43-44b1-862d-d10d3eedb464.svg|D:\datasets\ArchCAD\data\point\703a9a12-af43-44b1-862d-d10d3eedb464.npy|D:\datasets\ArchCAD\data\caption\703a9a12-af43-44b1-862d-d10d3eedb464.json|D:\datasets\ArchCAD\data\json\703a9a12-af43-44b1-862d-d10d3eedb464.json,703a9a12-af43-44b1-862d-d10d3eedb464,"entity_count=1319;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.340793489318413;extent_residual=0.0;errors=none"
E00142,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\8e0dda3b-afc5-495b-a85f-e0393df0f3c9.png|D:\datasets\ArchCAD\data\svg\8e0dda3b-afc5-495b-a85f-e0393df0f3c9.svg|D:\datasets\ArchCAD\data\point\8e0dda3b-afc5-495b-a85f-e0393df0f3c9.npy|D:\datasets\ArchCAD\data\caption\8e0dda3b-afc5-495b-a85f-e0393df0f3c9.json|D:\datasets\ArchCAD\data\json\8e0dda3b-afc5-495b-a85f-e0393df0f3c9.json,8e0dda3b-afc5-495b-a85f-e0393df0f3c9,"entity_count=739;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.521865889212828;extent_residual=0.0;errors=none"
E00143,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\7d051947-c294-4977-8515-24ab92abc689.png|D:\datasets\ArchCAD\data\svg\7d051947-c294-4977-8515-24ab92abc689.svg|D:\datasets\ArchCAD\data\point\7d051947-c294-4977-8515-24ab92abc689.npy|D:\datasets\ArchCAD\data\caption\7d051947-c294-4977-8515-24ab92abc689.json|D:\datasets\ArchCAD\data\json\7d051947-c294-4977-8515-24ab92abc689.json,7d051947-c294-4977-8515-24ab92abc689,"entity_count=84;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5535714285714286;extent_residual=0.0;errors=none"
E00144,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\c45e6af8-5dc4-4216-acf0-a482690ae03d.png|D:\datasets\ArchCAD\data\svg\c45e6af8-5dc4-4216-acf0-a482690ae03d.svg|D:\datasets\ArchCAD\data\point\c45e6af8-5dc4-4216-acf0-a482690ae03d.npy|D:\datasets\ArchCAD\data\caption\c45e6af8-5dc4-4216-acf0-a482690ae03d.json|D:\datasets\ArchCAD\data\json\c45e6af8-5dc4-4216-acf0-a482690ae03d.json,c45e6af8-5dc4-4216-acf0-a482690ae03d,"entity_count=1104;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.37270341207349084;extent_residual=0.0;errors=none"
E00145,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\b904509f-d4c8-4b56-bc4c-5a4afdf5e5ff.png|D:\datasets\ArchCAD\data\svg\b904509f-d4c8-4b56-bc4c-5a4afdf5e5ff.svg|D:\datasets\ArchCAD\data\point\b904509f-d4c8-4b56-bc4c-5a4afdf5e5ff.npy|D:\datasets\ArchCAD\data\caption\b904509f-d4c8-4b56-bc4c-5a4afdf5e5ff.json|D:\datasets\ArchCAD\data\json\b904509f-d4c8-4b56-bc4c-5a4afdf5e5ff.json,b904509f-d4c8-4b56-bc4c-5a4afdf5e5ff,"entity_count=819;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5312066574202496;extent_residual=0.0;errors=none"
E00146,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\84af4126-1297-4d58-a6b6-52c8aa66a9ca.png|D:\datasets\ArchCAD\data\svg\84af4126-1297-4d58-a6b6-52c8aa66a9ca.svg|D:\datasets\ArchCAD\data\point\84af4126-1297-4d58-a6b6-52c8aa66a9ca.npy|D:\datasets\ArchCAD\data\caption\84af4126-1297-4d58-a6b6-52c8aa66a9ca.json|D:\datasets\ArchCAD\data\json\84af4126-1297-4d58-a6b6-52c8aa66a9ca.json,84af4126-1297-4d58-a6b6-52c8aa66a9ca,"entity_count=2852;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.33137337253254934;extent_residual=0.0;errors=none"
E00147,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\7678592c-305a-46d6-bbce-785779770f9f.png|D:\datasets\ArchCAD\data\svg\7678592c-305a-46d6-bbce-785779770f9f.svg|D:\datasets\ArchCAD\data\point\7678592c-305a-46d6-bbce-785779770f9f.npy|D:\datasets\ArchCAD\data\caption\7678592c-305a-46d6-bbce-785779770f9f.json|D:\datasets\ArchCAD\data\json\7678592c-305a-46d6-bbce-785779770f9f.json,7678592c-305a-46d6-bbce-785779770f9f,"entity_count=430;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.41151685393258425;extent_residual=0.0;errors=none"
E00148,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\ec1547f0-582c-4477-8ade-2661ed4a9a6f.png|D:\datasets\ArchCAD\data\svg\ec1547f0-582c-4477-8ade-2661ed4a9a6f.svg|D:\datasets\ArchCAD\data\point\ec1547f0-582c-4477-8ade-2661ed4a9a6f.npy|D:\datasets\ArchCAD\data\caption\ec1547f0-582c-4477-8ade-2661ed4a9a6f.json|D:\datasets\ArchCAD\data\json\ec1547f0-582c-4477-8ade-2661ed4a9a6f.json,ec1547f0-582c-4477-8ade-2661ed4a9a6f,"entity_count=66;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.375;extent_residual=0.0;errors=none"
E00149,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\e98a136b-3c32-449f-b180-5cde8e0175c6.png|D:\datasets\ArchCAD\data\svg\e98a136b-3c32-449f-b180-5cde8e0175c6.svg|D:\datasets\ArchCAD\data\point\e98a136b-3c32-449f-b180-5cde8e0175c6.npy|D:\datasets\ArchCAD\data\caption\e98a136b-3c32-449f-b180-5cde8e0175c6.json|D:\datasets\ArchCAD\data\json\e98a136b-3c32-449f-b180-5cde8e0175c6.json,e98a136b-3c32-449f-b180-5cde8e0175c6,"entity_count=37;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.7083333333333334;extent_residual=0.0;errors=none"
E00150,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\b781aecb-09e6-405f-a5bf-9c8ff97581bf.png|D:\datasets\ArchCAD\data\svg\b781aecb-09e6-405f-a5bf-9c8ff97581bf.svg|D:\datasets\ArchCAD\data\point\b781aecb-09e6-405f-a5bf-9c8ff97581bf.npy|D:\datasets\ArchCAD\data\caption\b781aecb-09e6-405f-a5bf-9c8ff97581bf.json|D:\datasets\ArchCAD\data\json\b781aecb-09e6-405f-a5bf-9c8ff97581bf.json,b781aecb-09e6-405f-a5bf-9c8ff97581bf,"entity_count=70;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6428571428571429;extent_residual=0.0;errors=none"
E00151,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\0596d80c-dcdf-4e92-b49c-5e8bb14c4f3f.png|D:\datasets\ArchCAD\data\svg\0596d80c-dcdf-4e92-b49c-5e8bb14c4f3f.svg|D:\datasets\ArchCAD\data\point\0596d80c-dcdf-4e92-b49c-5e8bb14c4f3f.npy|D:\datasets\ArchCAD\data\caption\0596d80c-dcdf-4e92-b49c-5e8bb14c4f3f.json|D:\datasets\ArchCAD\data\json\0596d80c-dcdf-4e92-b49c-5e8bb14c4f3f.json,0596d80c-dcdf-4e92-b49c-5e8bb14c4f3f,"entity_count=94;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.2616279069767442;extent_residual=0.0;errors=none"
E00152,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\7ab180a6-7fe7-4138-8c96-b7136f6bc2a1.png|D:\datasets\ArchCAD\data\svg\7ab180a6-7fe7-4138-8c96-b7136f6bc2a1.svg|D:\datasets\ArchCAD\data\point\7ab180a6-7fe7-4138-8c96-b7136f6bc2a1.npy|D:\datasets\ArchCAD\data\caption\7ab180a6-7fe7-4138-8c96-b7136f6bc2a1.json|D:\datasets\ArchCAD\data\json\7ab180a6-7fe7-4138-8c96-b7136f6bc2a1.json,7ab180a6-7fe7-4138-8c96-b7136f6bc2a1,"entity_count=50;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.7692307692307693;extent_residual=0.0;errors=none"
E00153,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\8a2089d3-273b-4bb8-8a82-30a240e15fa8.png|D:\datasets\ArchCAD\data\svg\8a2089d3-273b-4bb8-8a82-30a240e15fa8.svg|D:\datasets\ArchCAD\data\point\8a2089d3-273b-4bb8-8a82-30a240e15fa8.npy|D:\datasets\ArchCAD\data\caption\8a2089d3-273b-4bb8-8a82-30a240e15fa8.json|D:\datasets\ArchCAD\data\json\8a2089d3-273b-4bb8-8a82-30a240e15fa8.json,8a2089d3-273b-4bb8-8a82-30a240e15fa8,"entity_count=117;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6136363636363636;extent_residual=0.0;errors=none"
E00154,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\265cd37c-70a0-4ea7-a55f-469dc8fa3ebe.png|D:\datasets\ArchCAD\data\svg\265cd37c-70a0-4ea7-a55f-469dc8fa3ebe.svg|D:\datasets\ArchCAD\data\point\265cd37c-70a0-4ea7-a55f-469dc8fa3ebe.npy|D:\datasets\ArchCAD\data\caption\265cd37c-70a0-4ea7-a55f-469dc8fa3ebe.json|D:\datasets\ArchCAD\data\json\265cd37c-70a0-4ea7-a55f-469dc8fa3ebe.json,265cd37c-70a0-4ea7-a55f-469dc8fa3ebe,"entity_count=43;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.7317073170731707;extent_residual=0.0;errors=none"
E00155,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\0792efe2-2f52-41b7-952f-24178be0b885.png|D:\datasets\ArchCAD\data\svg\0792efe2-2f52-41b7-952f-24178be0b885.svg|D:\datasets\ArchCAD\data\point\0792efe2-2f52-41b7-952f-24178be0b885.npy|D:\datasets\ArchCAD\data\caption\0792efe2-2f52-41b7-952f-24178be0b885.json|D:\datasets\ArchCAD\data\json\0792efe2-2f52-41b7-952f-24178be0b885.json,0792efe2-2f52-41b7-952f-24178be0b885,"entity_count=70;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6785714285714286;extent_residual=0.0;errors=none"
E00156,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\154e026f-209a-43e3-a673-5899407d9473.png|D:\datasets\ArchCAD\data\svg\154e026f-209a-43e3-a673-5899407d9473.svg|D:\datasets\ArchCAD\data\point\154e026f-209a-43e3-a673-5899407d9473.npy|D:\datasets\ArchCAD\data\caption\154e026f-209a-43e3-a673-5899407d9473.json|D:\datasets\ArchCAD\data\json\154e026f-209a-43e3-a673-5899407d9473.json,154e026f-209a-43e3-a673-5899407d9473,"entity_count=439;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.4854014598540146;extent_residual=0.0;errors=none"
E00157,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\7d86aa2d-b315-4a19-8644-cd5b5c00ba86.png|D:\datasets\ArchCAD\data\svg\7d86aa2d-b315-4a19-8644-cd5b5c00ba86.svg|D:\datasets\ArchCAD\data\point\7d86aa2d-b315-4a19-8644-cd5b5c00ba86.npy|D:\datasets\ArchCAD\data\caption\7d86aa2d-b315-4a19-8644-cd5b5c00ba86.json|D:\datasets\ArchCAD\data\json\7d86aa2d-b315-4a19-8644-cd5b5c00ba86.json,7d86aa2d-b315-4a19-8644-cd5b5c00ba86,"entity_count=184;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5081521739130435;extent_residual=0.0;errors=none"
E00158,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\ca2f9a9c-ba72-438a-b34d-9e4f46fc38cc.png|D:\datasets\ArchCAD\data\svg\ca2f9a9c-ba72-438a-b34d-9e4f46fc38cc.svg|D:\datasets\ArchCAD\data\point\ca2f9a9c-ba72-438a-b34d-9e4f46fc38cc.npy|D:\datasets\ArchCAD\data\caption\ca2f9a9c-ba72-438a-b34d-9e4f46fc38cc.json|D:\datasets\ArchCAD\data\json\ca2f9a9c-ba72-438a-b34d-9e4f46fc38cc.json,ca2f9a9c-ba72-438a-b34d-9e4f46fc38cc,"entity_count=462;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5933333333333334;extent_residual=0.0;errors=none"
E00159,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\fb05c37e-01d6-4308-89da-fd2bbed02678.png|D:\datasets\ArchCAD\data\svg\fb05c37e-01d6-4308-89da-fd2bbed02678.svg|D:\datasets\ArchCAD\data\point\fb05c37e-01d6-4308-89da-fd2bbed02678.npy|D:\datasets\ArchCAD\data\caption\fb05c37e-01d6-4308-89da-fd2bbed02678.json|D:\datasets\ArchCAD\data\json\fb05c37e-01d6-4308-89da-fd2bbed02678.json,fb05c37e-01d6-4308-89da-fd2bbed02678,"entity_count=631;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.5852130325814536;extent_residual=0.0;errors=none"
E00160,sample,PASS,sealed_sample_parse_alignment,True,,,,D:\datasets\ArchCAD\data\png\66aa758d-496e-42d7-80ec-8457a2e829b9.png|D:\datasets\ArchCAD\data\svg\66aa758d-496e-42d7-80ec-8457a2e829b9.svg|D:\datasets\ArchCAD\data\point\66aa758d-496e-42d7-80ec-8457a2e829b9.npy|D:\datasets\ArchCAD\data\caption\66aa758d-496e-42d7-80ec-8457a2e829b9.json|D:\datasets\ArchCAD\data\json\66aa758d-496e-42d7-80ec-8457a2e829b9.json,66aa758d-496e-42d7-80ec-8457a2e829b9,"entity_count=104;npy_orientation=columns=[primitive_code,y,x];npy_line_match_rate=0.6428571428571429;extent_residual=0.0;errors=none"
